"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"159","RT @Lakshmi_888: $BYND #BYND #BEYONDMEAT

Looks like it's back !! :)

Handle complete? https://t.co/zLVfG6fQEI",FALSE,0,NA,2020-02-07 15:33:50,FALSE,NA,"1225804873414959104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EH54N",5,TRUE,FALSE,NA,NA
"160","$BYND #BYND #BEYONDMEAT

Looks like it's back !! :)

Handle complete? https://t.co/zLVfG6fQEI",FALSE,2,NA,2020-02-07 15:30:36,FALSE,NA,"1225804056431661056",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Lakshmi_888",5,FALSE,FALSE,NA,NA
"161","RT @Philoulyon: Est ce que quelqu’un, un politique par ex, va avoir l’intelligence de comprendre ce qui se cache derrière tout ceci ? Une t…",FALSE,0,NA,2020-02-07 14:49:32,FALSE,NA,"1225793725017841665",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT_addict",10,TRUE,FALSE,NA,NA
"162","RT @refnode: In der 3. Woche ging es lecker weiter mit rein pflanzlichen Menüs und das Casino im @dbsystel Silberturm hat sich diese Woche…",FALSE,0,NA,2020-02-07 14:16:42,FALSE,NA,"1225785462515806208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","schrecksche",4,TRUE,FALSE,NA,NA
"163","In der 3. Woche ging es lecker weiter mit rein pflanzlichen Menüs und das Casino im @dbsystel Silberturm hat sich d… https://t.co/nsPUDFPgby",FALSE,22,NA,2020-02-07 14:09:48,TRUE,NA,"1225783725910372352",NA,"<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","refnode",4,FALSE,FALSE,NA,NA
"164","@BowmanJohnL And make SURE it is #beyondmeat! @MarkYusko",FALSE,1,"BowmanJohnL",2020-02-07 13:36:16,FALSE,"1225749120050176000","1225775286979059715","140090585","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CAIA_BillKelly",0,FALSE,FALSE,NA,NA
"165","@IPOT1776 #BeyondMeat #BeyondSick",FALSE,0,"IPOT1776",2020-02-07 13:31:58,FALSE,"1225694951473762304","1225774202176843776","984705766945767424","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Maw2Tu",0,FALSE,FALSE,NA,NA
"166","RT @DexNg5: DIABETES Q&amp;A EPISODE 47

#Diabetes Treatment By Dex Ng: WhatsApp +6597712380 #bigpharmakills

Click this link: https://t.co/H4H…",FALSE,0,NA,2020-02-07 13:15:45,FALSE,NA,"1225770121110659074",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","its______Arslan",1,TRUE,FALSE,NA,NA
"167","DIABETES Q&amp;A EPISODE 47

#Diabetes Treatment By Dex Ng: WhatsApp +6597712380 #bigpharmakills

Click this link:… https://t.co/URQhiWNN88",FALSE,2,NA,2020-02-07 13:09:30,TRUE,NA,"1225768550842781696",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DexNg5",1,FALSE,FALSE,NA,NA
"168","RT @JorelLaraKalel: Why Beyond Meat Stock Jumped Today $BYND $SBUX @beyondmeat #beyondmeat @starbucks https://t.co/0k6QmJWFVi",FALSE,0,NA,2020-02-07 13:02:40,FALSE,NA,"1225766831278809088",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","maggietranquila",1,TRUE,FALSE,NA,NA
"169","Future Food: A Rollercoaster Week for Beyond Meat

#beyondmeat #futurefood 
https://t.co/1FkRHtQmql https://t.co/tTxgNY8hUL",FALSE,0,NA,2020-02-07 12:45:03,FALSE,NA,"1225762395110486018",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","Stormsaver",0,FALSE,FALSE,NA,NA
"170","RT @Philoulyon: Est ce que quelqu’un, un politique par ex, va avoir l’intelligence de comprendre ce qui se cache derrière tout ceci ? Une t…",FALSE,0,NA,2020-02-07 12:30:28,FALSE,NA,"1225758727762038784",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rv59268",10,TRUE,FALSE,NA,NA
"171","$BYND in Downtrend: RSI indicator exits overbought zone. View odds for this and other indicators:… https://t.co/hv8Bkat2tp",FALSE,0,NA,2020-02-07 11:09:55,TRUE,NA,"1225738455956611072",NA,"<a href=""https://tickeron.com"" rel=""nofollow"">Tickeron</a>","Tickeron",0,FALSE,FALSE,NA,NA
"172","@CNBC @CNBCMakeIt Hmm there were alot of promising IPOs last year. #BeyondMeat is the exception to the rule. Just a… https://t.co/gnbRFZPAnp",FALSE,0,"CNBC",2020-02-07 08:25:17,TRUE,"1225695413367259137","1225697023711559681","20402945","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JoeyAiye",0,FALSE,FALSE,NA,NA
"173","RT @Philoulyon: Est ce que quelqu’un, un politique par ex, va avoir l’intelligence de comprendre ce qui se cache derrière tout ceci ? Une t…",FALSE,0,NA,2020-02-07 08:22:05,FALSE,NA,"1225696220347191297",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ess_kara",10,TRUE,FALSE,NA,NA
"174","#beyondmeat #gobeyond https://t.co/vR4WKo737N",FALSE,0,NA,2020-02-07 07:48:45,FALSE,NA,"1225687830828965895",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DexNg5",0,FALSE,FALSE,NA,NA
"175","RT @75EMAHO: Dear #EthanBrown @BeyondMeat, We really love your #beyondmeat burgers. We also love and prefer an organic lifestyle and diet.…",FALSE,0,NA,2020-02-07 07:34:28,FALSE,NA,"1225684237140938753",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","75EMAHO",1,TRUE,FALSE,NA,NA
"176","3D-printed plant-based meat is all the hype. But what if you are not willing to give up your steak just yet?… https://t.co/Ri684HslD3",FALSE,3,NA,2020-02-07 07:23:23,TRUE,NA,"1225681446192340993",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MonicaPolemitis",0,FALSE,FALSE,NA,NA
"177","RT @Philoulyon: Est ce que quelqu’un, un politique par ex, va avoir l’intelligence de comprendre ce qui se cache derrière tout ceci ? Une t…",FALSE,0,NA,2020-02-07 06:53:30,FALSE,NA,"1225673924664385538",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KINOU8409",10,TRUE,FALSE,NA,NA
"178","#vegan Beyond Breakfast Burrito from @carlsjr (Lake Forest, CA, USA, also nat’l US chain) Request NO cheese and NO… https://t.co/TTqTgCLB5u",FALSE,1,NA,2020-02-07 06:18:12,TRUE,NA,"1225665041753464832",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BigTentVegan",0,FALSE,FALSE,NA,NA
"179","RT @Philoulyon: Est ce que quelqu’un, un politique par ex, va avoir l’intelligence de comprendre ce qui se cache derrière tout ceci ? Une t…",FALSE,0,NA,2020-02-07 05:38:55,FALSE,NA,"1225655155829309442",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Georges48849027",10,TRUE,FALSE,NA,NA
"180","RT @Philoulyon: Est ce que quelqu’un, un politique par ex, va avoir l’intelligence de comprendre ce qui se cache derrière tout ceci ? Une t…",FALSE,0,NA,2020-02-07 05:05:56,FALSE,NA,"1225646854886477824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","XavierPaul69",10,TRUE,FALSE,NA,NA
"181","With the #beyondmeat craze upon us do you think this product is healthy #yeg #foodies #HealthyLiving #healthyfood",FALSE,0,NA,2020-02-07 03:25:45,FALSE,NA,"1225621645382971392",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","stevekress",0,FALSE,FALSE,NA,NA
"182","Epic #vegan haul from #CliftonMarket in Worthing! Trying out the #BeyondMeat products because I've only had the bur… https://t.co/GYK8DBgU6o",FALSE,0,NA,2020-02-07 03:03:54,TRUE,NA,"1225616143790018562",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","w2nicole",0,FALSE,FALSE,"-59.55","13.16666667"
"183","#pollution #soybean #fakemeat #impossibleburger #beyondmeat",FALSE,0,"DirtTasteGood",2020-02-07 02:28:16,FALSE,"1225599473599971329","1225607178859376640","954896364705603584","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DirtTasteGood",0,FALSE,FALSE,NA,NA
"184","This giveaway was probably the last time I ate @kfc - holding out for Beyond Chicken to come to LA! #beyondmeat https://t.co/Za2Zr5g7A6",FALSE,1,NA,2020-02-07 01:52:41,FALSE,NA,"1225598222934016000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JJMothershed",0,FALSE,FALSE,NA,NA
"185","@jumpforjoy1122 I think #BeyondMeat's Beyond Beef is about 22g of fat per 100g - which at least 5g higher than lean… https://t.co/dBOO00eM6w",FALSE,2,"jumpforjoy1122",2020-02-07 01:41:56,TRUE,"1225590985633091584","1225595518920740865","737857538","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sqwabb",0,FALSE,FALSE,NA,NA
"186","@cfromhertz Someone posted they tried to feed some of this #BeyondMeat stuff to their dog and the pooch wouldn’t to… https://t.co/tDsI1MWp5d",FALSE,0,"cfromhertz",2020-02-07 00:12:26,TRUE,"1225504792203735045","1225572992429821952","801116888","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BossJayCross1",0,FALSE,FALSE,NA,NA
"187","RT @sqwabb: Dumpster-dived 3 fresh packs of ground #BeyondMeat. Good steamed with rice and (other) vegetables. Quite meat-like. But it has…",FALSE,0,NA,2020-02-06 22:29:06,FALSE,NA,"1225546987405238276",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lttleol_me",3,TRUE,FALSE,NA,NA
"188","My first #beyondmeat taco 🌮 #veganmexican https://t.co/DymRmKJoxG",FALSE,0,NA,2020-02-06 22:11:28,FALSE,NA,"1225542551932981251",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","romyilano",0,FALSE,FALSE,NA,NA
"189","$BYND #BeyondMeat

Same as yesterday. Nada happening. Volume is still falling and this wave 4 seems to be forming a… https://t.co/EQjWumceax",FALSE,1,"_I_Am_Robin",2020-02-06 21:10:39,TRUE,"1225146172035289090","1225527248641568770","20577291","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","_I_Am_Robin",0,FALSE,FALSE,NA,NA
"190","RT @Philoulyon: Est ce que quelqu’un, un politique par ex, va avoir l’intelligence de comprendre ce qui se cache derrière tout ceci ? Une t…",FALSE,0,NA,2020-02-06 20:50:31,FALSE,NA,"1225522178256449542",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","westvar1",10,TRUE,FALSE,NA,NA
"191","Ok.... I just... for the first time... had the #BeyondMeat burger from @AWCanada.  Sooooo good! #ThursdayThought https://t.co/aGGkvYLOeB",FALSE,0,NA,2020-02-06 20:50:12,FALSE,NA,"1225522101949542401",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DanMac2014",0,FALSE,FALSE,NA,NA
"192","RT @EdenTreeIM: The interest shown in #BeyondMeat merged with the need to take better care of our planet seems to support the idea that non…",FALSE,0,NA,2020-02-06 20:36:37,FALSE,NA,"1225518681196769289",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","kennydub22",11,TRUE,FALSE,NA,NA
"193","Est ce que quelqu’un, un politique par ex, va avoir l’intelligence de comprendre ce qui se cache derrière tout ceci… https://t.co/V7R0obBx9N",FALSE,15,NA,2020-02-06 20:29:13,TRUE,NA,"1225516819752112128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Philoulyon",10,FALSE,FALSE,NA,NA
"194","RT @DonovanLawTampa: @ImpossibleFoods @CCTV @ChinaDaily China perfected fake meat centuries before the ""Impossible Burger."" https://t.co/Y8…",FALSE,0,NA,2020-02-06 20:26:54,FALSE,NA,"1225516238459326464",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Veraptus",3,TRUE,FALSE,NA,NA
"195","I had ""Beyond Meat"" for the first time this morning and it wasn't bad at all. If I hadn't been told it wasn't real… https://t.co/SrFMhvBOlN",FALSE,0,NA,2020-02-06 20:00:02,TRUE,NA,"1225509477186777088",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","KennethKirkPC",0,FALSE,FALSE,NA,NA
"196","RT @AdaptedCo: ""It tastes like a doggone piece of chicken—and not just any piece of chicken, but a KFC piece of chicken with hints of those…",FALSE,0,NA,2020-02-06 19:28:21,FALSE,NA,"1225501501147242497",NA,"<a href=""http://knowledgeofwine.com"" rel=""nofollow"">drobapi</a>","researchmrx",1,TRUE,FALSE,NA,NA
"197","""It tastes like a doggone piece of chicken—and not just any piece of chicken, but a KFC piece of chicken with hints… https://t.co/zBkSxyGviL",FALSE,0,NA,2020-02-06 19:20:59,TRUE,NA,"1225499648997101574",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","AdaptedCo",1,FALSE,FALSE,NA,NA
"198","RT @proxy_investor: Imagine the IPOs that list today #Uber, #BeyondMeat their revenues, EBIT and margins and here are Google's numbers pre-…",FALSE,0,NA,2020-02-06 18:20:45,FALSE,NA,"1225484489159135232",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dnyanesh115",2,TRUE,FALSE,NA,NA
"199","RT @WATTAgNet: Tim Hortons: #BeyondMeat not liked enough to stay on menu https://t.co/HVx0zEWNsA #plantbased https://t.co/duxcSDzaVT",FALSE,0,NA,2020-02-06 18:07:21,FALSE,NA,"1225481115873533953",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ProfBoyacioglu",1,TRUE,FALSE,NA,NA
"200","Tim Hortons: #BeyondMeat not liked enough to stay on menu https://t.co/HVx0zEWNsA #plantbased https://t.co/duxcSDzaVT",FALSE,0,NA,2020-02-06 17:59:02,FALSE,NA,"1225479022978781185",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","WATTAgNet",1,FALSE,FALSE,NA,NA
"201","RT @proxy_investor: Imagine the IPOs that list today #Uber, #BeyondMeat their revenues, EBIT and margins and here are Google's numbers pre-…",FALSE,0,NA,2020-02-06 17:20:11,FALSE,NA,"1225469250011222016",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vishalshah_2100",2,TRUE,FALSE,NA,NA
"202","RT @TrophyRoomCHI: 🌱 Thursday Specials | $2 Tacos &amp; Half Off Taco Salads | $4 Modelo Drafts!

#beyondbarfood #beyondmeat #plantbased #tacot…",FALSE,0,NA,2020-02-06 17:19:06,FALSE,NA,"1225468977339600902",NA,"<a href=""https://github.com/molly/twitterbot_framework"" rel=""nofollow"">City Food Bot</a>","cityfoodbot",1,TRUE,FALSE,NA,NA
"203","RT @AboveDuality: Beyond meat...lies cancer and ill health. There I said it #beyondmeat",FALSE,0,NA,2020-02-06 17:15:07,FALSE,NA,"1225467971625242624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Gerardo__Juarez",1,TRUE,FALSE,NA,NA
"204","Imagine the IPOs that list today #Uber, #BeyondMeat their revenues, EBIT and margins and here are Google's numbers… https://t.co/SBCEW6gnaG",FALSE,6,NA,2020-02-06 17:14:10,TRUE,NA,"1225467733976010752",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","proxy_investor",2,FALSE,FALSE,NA,NA
"205","RT @sqwabb: Dumpster-dived 3 fresh packs of ground #BeyondMeat. Good steamed with rice and (other) vegetables. Quite meat-like. But it has…",FALSE,0,NA,2020-02-06 17:09:41,FALSE,NA,"1225466605536022528",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","charliesmithvcr",3,TRUE,FALSE,NA,NA
"206","Beyond meat...lies cancer and ill health. There I said it #beyondmeat",FALSE,9,NA,2020-02-06 16:58:24,FALSE,NA,"1225463766256500736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AboveDuality",1,FALSE,FALSE,NA,NA
"207","Dumpster-dived 3 fresh packs of ground #BeyondMeat. Good steamed with rice and (other) vegetables. Quite meat-like.… https://t.co/TXlfZ9CQDA",FALSE,22,NA,2020-02-06 16:55:59,TRUE,NA,"1225463158657019905",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sqwabb",3,FALSE,FALSE,NA,NA
"208","Is Beyond Meat overvalued? What do you think?

Nice product, good partnerships, but the price....

#stocks… https://t.co/ZEo7Eu79vf",FALSE,0,NA,2020-02-06 16:44:04,TRUE,NA,"1225460158123462656",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","pruemsolutions",0,FALSE,FALSE,NA,NA
"209","Neue Aktienanalyse von #beyondmeat online! Ist der Preis für die Aktie gerechtfertigt?
https://t.co/YZE68bn270

Bil… https://t.co/WLo0kM3ZDA",FALSE,0,NA,2020-02-06 16:29:04,TRUE,NA,"1225456384407457793",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","pruemsolutions",0,FALSE,FALSE,NA,NA
"210","🌱 Thursday Specials | $2 Tacos &amp; Half Off Taco Salads | $4 Modelo Drafts!

#beyondbarfood #beyondmeat #plantbased… https://t.co/7oQPXJg3Tg",FALSE,2,NA,2020-02-06 16:21:56,TRUE,NA,"1225454587223662593",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TrophyRoomCHI",1,FALSE,FALSE,NA,NA
"211","RT @aktionaer: #BeyondMeat nimmt Feinschmecker-Nation ins Visier 
https://t.co/oQ3nNuTT9A https://t.co/sEkVSEGNGN",FALSE,0,NA,2020-02-06 15:51:08,FALSE,NA,"1225446838637076481",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","EconCity",1,TRUE,FALSE,NA,NA
"212","#BeyondMeat nimmt Feinschmecker-Nation ins Visier 
https://t.co/oQ3nNuTT9A https://t.co/sEkVSEGNGN",FALSE,1,NA,2020-02-06 15:49:52,FALSE,NA,"1225446517504389121",NA,"<a href=""https://www.echobox.com"" rel=""nofollow"">Echobox Social</a>","aktionaer",1,FALSE,FALSE,NA,NA
"213","@fourhman So I tried that #BeyondMeat burger from @CarlsJr and it was really good. Even plain, that thing felt and… https://t.co/14IjRdyZ5b",FALSE,3,"fourhman",2020-02-06 15:10:42,TRUE,"1224857077958443008","1225436663880376327","4897241","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mclazyj",0,FALSE,FALSE,NA,NA
"214","The best vegetarian burger I have eaten is at BUFFALO GRILL!
At the first bite I had a doubt: I thought it was a me… https://t.co/uf9XpGWPba",FALSE,1,NA,2020-02-06 14:57:18,TRUE,NA,"1225433292121526272",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ksniper33",0,FALSE,FALSE,NA,NA
"215","FYI 
Vegans eat meat.
Vegetarians eat meat.
We just don't eat animals. 
Dictionary first definition: Solid food as… https://t.co/1fzJ46qoAT",FALSE,1,NA,2020-02-06 14:42:23,TRUE,NA,"1225429534675283969",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Cristal_AGU",0,FALSE,FALSE,NA,NA
"216","@rudykurciak Lepiej do Kauflanda po #beyondmeat",FALSE,0,"rudykurciak",2020-02-06 13:26:29,FALSE,"1225382011348639745","1225410433877671936","2882865280","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","marek_wroz",0,FALSE,FALSE,NA,NA
"217","I just had a #beyondmeat sausage English muffin @dunkindonuts and it was the 💣#imabeliever 👏🏼👏🏼👏🏼",FALSE,4,NA,2020-02-06 13:24:58,FALSE,NA,"1225410053148225538",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JimmyQuixote",0,FALSE,FALSE,NA,NA
"218","RT @DonovanLawTampa: @ImpossibleFoods @CCTV @ChinaDaily China perfected fake meat centuries before the ""Impossible Burger."" https://t.co/Y8…",FALSE,0,NA,2020-02-06 13:20:22,FALSE,NA,"1225408897181192194",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ChinAmerLegal",3,TRUE,FALSE,NA,NA
"219","I'll take a #BeyondMeat @BeyondMeat sandwich instead. 😁 https://t.co/LyFADswCfN",FALSE,1,NA,2020-02-06 12:47:20,FALSE,NA,"1225400581700845568",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","montpbm",0,FALSE,FALSE,NA,NA
"220","DIABETES Q&amp;A EPISODE 46

#Diabetes Treatment By Dex Ng: WhatsApp +6597712380 #bigpharmakills

Click this link:… https://t.co/QqDl0ymu3T",FALSE,0,NA,2020-02-06 12:46:12,TRUE,NA,"1225400296160940033",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DexNg5",0,FALSE,FALSE,NA,NA
"221","DIABETES Q&amp;A EPISODE 46

#Diabetes Treatment By Dex Ng: WhatsApp +6597712380 #bigpharmakills

Click this link:… https://t.co/76peP3HeDG",FALSE,0,NA,2020-02-06 12:45:33,TRUE,NA,"1225400132281069571",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DexNg5",0,FALSE,FALSE,NA,NA
"222","@McDonalds With Beyond Chicken - sustainable, tasty, guilt-free goodness #beyondmeat",FALSE,0,"McDonalds",2020-02-06 12:20:55,FALSE,"1224358650136932352","1225393934257590272","71026122","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JohnHanzl",0,FALSE,FALSE,NA,NA
"223","$BYND's in Downtrend: Moving Average Convergence Divergence (MACD) Histogram crosses below signal line. View odds f… https://t.co/pFRlXEtQUq",FALSE,0,NA,2020-02-06 10:57:41,TRUE,NA,"1225372987907432448",NA,"<a href=""https://tickeron.com"" rel=""nofollow"">Tickeron</a>","Tickeron",0,FALSE,FALSE,NA,NA
"224","RT @InfiniteFoods: Corndogs, the Beyond way! Have you tried getting creative with your @beyondmeat sausages? Tell us how in the comments!…",FALSE,0,NA,2020-02-06 06:07:56,FALSE,NA,"1225300069819277312",NA,"<a href=""http://knowledgeofwine.com"" rel=""nofollow"">drobapi</a>","researchmrx",1,TRUE,FALSE,NA,NA
"225","Corndogs, the Beyond way! Have you tried getting creative with your @beyondmeat sausages? Tell us how in the commen… https://t.co/DPLLETpBAr",FALSE,2,NA,2020-02-06 06:00:19,TRUE,NA,"1225298154725236736",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","InfiniteFoods",1,FALSE,FALSE,NA,NA
"226","@FarmSanctuary #BeyondMeat?
#BeyondFriedChicken?
#BeyondCe?",FALSE,0,"FarmSanctuary",2020-02-06 05:11:11,FALSE,"1224034756683280388","1225285790919516160","16908562","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nivek_ksmith",0,FALSE,FALSE,NA,NA
"227","#BeyondMeat?
#BeyondChicken?
#BeyonCe?",FALSE,0,NA,2020-02-06 05:06:49,FALSE,NA,"1225284690741014528",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","buckee_duckee",0,FALSE,FALSE,NA,NA
"228","“Are Beyond Meat and Impossible Burger the Death of the Veggie Burger?” by BPP https://t.co/9oKI7Aujid #vegetarian… https://t.co/0gyYxvAJjC",FALSE,3,NA,2020-02-06 01:23:58,TRUE,NA,"1225228607158542336",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Anonymous_BPP",0,FALSE,FALSE,NA,NA
"229","My Beyond Meat review. Just ate a bunch over the past week from various places as well as cooked at home.… https://t.co/Q6UQGXcU9a",FALSE,0,NA,2020-02-06 00:49:17,TRUE,NA,"1225219878254235649",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","simplerich",0,FALSE,FALSE,"-94.1803","42.5068"
"230","RT @MikeLemayNB: @FoodProfessor @DalhousieU I was at A&amp;W for lunch last week having my #beyondmeat burger 😏 I counted 3 delivery guys in le…",FALSE,0,NA,2020-02-05 23:35:20,FALSE,NA,"1225201268030951424",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","FoodProfessor",1,TRUE,FALSE,NA,NA
"231","@FoodProfessor @DalhousieU I was at A&amp;W for lunch last week having my #beyondmeat burger 😏 I counted 3 delivery guy… https://t.co/wUdWdVIrta",FALSE,2,"FoodProfessor",2020-02-05 23:33:57,TRUE,"1225189992349212672","1225200920851550208","863444743","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MikeLemayNB",1,FALSE,FALSE,NA,NA
"232","#beyondmeat burgers taste awesome. Just put thirty dollar blue cheese so you can’t taste it, ignore the fact it has… https://t.co/7UU1uE8jJJ",FALSE,2,NA,2020-02-05 23:07:06,TRUE,NA,"1225194162611458048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EvanDalrymple1",0,FALSE,FALSE,NA,NA
"233","BEYOND MEAT BEYOND DIABETES!

#Diabetes Treatment By Dex Ng: WhatsApp +6597712380 #bigpharmakills #beyondmeat… https://t.co/jEtmDJDnGq",FALSE,0,NA,2020-02-05 22:41:46,TRUE,NA,"1225187791014744064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DexNg5",0,FALSE,FALSE,NA,NA
"234","Merci! #beyondmeat est à Monoprix🙏 https://t.co/yibEO1vGo8",FALSE,3,NA,2020-02-05 20:59:55,FALSE,NA,"1225162159304429572",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","marienoellejean",0,FALSE,FALSE,NA,NA
"235","$BYND #BeyondMeat

Not much happening so far today. My target is the white box to complete the correction. Volume i… https://t.co/2tyUuPGhW2",FALSE,0,"_I_Am_Robin",2020-02-05 19:56:24,TRUE,"1224782622523609088","1225146172035289090","20577291","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","_I_Am_Robin",0,FALSE,FALSE,NA,NA
"236","Finally arrived in Italy, I expected a lower price but that's okay for the moment, love the product &lt;3 #beyondmeat… https://t.co/kS6heGzKGV",FALSE,0,NA,2020-02-05 18:25:21,TRUE,NA,"1225123259114455042",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Tobiafccn",0,FALSE,FALSE,NA,NA
"237","$BYND #BeyondMeat https://t.co/vS6pbgoM7q",FALSE,1,NA,2020-02-05 17:42:12,FALSE,NA,"1225112400153604096",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Iesa_Behbehani",0,FALSE,FALSE,NA,NA
